FECHA_COMPRA,NOMBRE_TIENDA,CODIGO_VENTA,PRODUCTO_VENTA,CANTIDAD_UNITARIA_PRODUCTO,PRECIO_VENTA,COSTO_PRODUCTO,PAIS_PRODUCTO,IMPORTE_TOTAL,CANTIDAD_TOTAL_PRODUCTO,FORMA_PAGO,MARCA_PRODUCTO,UNIDAD_VENTA_PRODUCTO,TIENE_PROMO_PRODUCTO,NOMBRE_PROMO_PRODUCTO,TIPO_PROMO_PRODUCTO,NOMBRE_PROVEEDOR,PERIODO_PAGO_PROVEEDOR,ALCANCE_PROVEEDOR,SUBFAMILIA_PRODUCTO,FAMILIA_PRODUCTO,SECCION_PRODUCTO
2000-09-01,"Londres I",L13604579,"Mature Cheddar",3,6.2250,4.15,"Reino Unido",58.0250,8,Cheque,Yellowcheese,"Porción (250 g)",0,NULL,NULL,"The Farmhouse Company",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L15636114,"Mature Cheddar",2,6.2250,4.15,"Reino Unido",140.0400,9,Cheque,Yellowcheese,"Porción (250 g)",0,NULL,NULL,"The Farmhouse Company",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L16488080,"Mature Cheddar",2,6.2250,4.15,"Reino Unido",141.0500,15,Efectivo,Yellowcheese,"Porción (250 g)",0,NULL,NULL,"The Farmhouse Company",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12490429,"White Stilton",1,7.4750,5.07,"Reino Unido",10.9750,2,Cheque,"Blue Cow","Porción (250 g)",0,NULL,NULL,"The Farmhouse Company",60,Global,"Vaca Tierno",Vaca,Quesos
2000-09-01,"Londres I",L12555922,Chevagne,2,7.8125,5.45,Bélgica,53.0125,6,Cheque,Frocheg,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L11441833,Chevrelait,1,4.0625,2.82,Bélgica,11.5375,2,Cheque,ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L12490467,Chevrelait,2,4.0625,2.82,Bélgica,25.9750,4,"Tarjeta Débito",ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L12359400,Chevrelait,2,4.0625,2.82,Bélgica,16.2500,4,"Tarjeta Débito",ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L12359400,Chevrelait,2,4.0625,2.82,Bélgica,16.2500,4,"Tarjeta Débito",ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L12162804,Chevrelait,1,4.0625,2.82,Bélgica,4.0625,1,Cheque,ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L12162815,Chevrelait,2,4.0625,2.82,Bélgica,8.1250,2,"Tarjeta Débito",ChevreFerme,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L10131086,"Chimay Trappiste with Beer",1,7.8125,5.29,Bélgica,126.1825,9,Cheque,Trachilait,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L15767188,"Chimay Trappiste with Beer",1,7.8125,5.29,Bélgica,12.7875,2,"Tarjeta Débito",Trachilait,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L14259842,Passendale,1,7.4750,5.30,Bélgica,40.0750,2,Cheque,Lessande,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L16488080,Wynendale,4,9.9750,7.01,Bélgica,141.0500,15,Efectivo,Flosary,"Porción (250 g)",0,NULL,NULL,"Cooperative de Produits Laitiers",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L11900553,Abondance,1,9.3500,6.36,Francia,181.9500,6,Cheque,Seblochan,"Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L10327687,Camembert,1,5.5625,3.78,Francia,76.4000,7,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10589846,Camembert,1,5.5625,3.78,Francia,43.9775,6,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10589846,Camembert,2,5.5625,3.78,Francia,43.9775,6,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10786455,Camembert,1,5.5625,3.78,Francia,28.0625,3,"Tarjeta Débito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L11245189,Camembert,1,5.5625,3.78,Francia,53.3725,6,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10196661,Camembert,1,5.5625,3.78,Francia,13.8125,2,"Tarjeta Débito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10393277,Camembert,1,5.5625,3.78,Francia,99.1500,7,"Tarjeta de Crédito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10327806,Camembert,5,5.5625,3.78,Francia,281.8225,22,"Tarjeta de Crédito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L12162760,Camembert,2,5.5625,3.78,Francia,55.7000,6,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L12883660,Camembert,2,5.5625,3.78,Francia,71.0250,4,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L12097252,Camembert,1,5.5625,3.78,Francia,15.7875,2,"Tarjeta Débito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L12818162,Camembert,2,5.5625,3.78,Francia,25.0750,5,"Tarjeta de Crédito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L16160397,Camembert,1,5.5625,3.78,Francia,5.5625,1,"Tarjeta Débito","Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L16160419,Camembert,1,5.5625,3.78,Francia,213.3325,15,Cheque,"Le Caprice","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L14456504,Coulommiers,2,5.1000,3.41,Francia,18.1000,4,"Tarjeta Débito","Les Coulotances","Porción (250 g)",0,NULL,NULL,"Compagnie Laitier",60,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10983053,"Pavé d'Affinois",1,10.0500,6.89,Francia,10.0500,1,Efectivo,"Le Pavé Box","Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L11441919,"Pont L'Evèque",1,7.9000,5.29,Francia,54.8100,3,"Tarjeta de Crédito","Le Pont Equisite","Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L11179682,Raclette,2,5.5875,3.92,Francia,49.4550,4,Cheque,"Old Waloon","Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L13407962,Reblochon,1,8.7250,6.22,Francia,135.5875,8,Cheque,Rochance,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L10393277,Roquefort,1,9.5875,6.52,Francia,99.1500,7,"Tarjeta de Crédito",Delicatessen,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Oveja Pasta veteada",Oveja,Quesos
2000-09-01,"Londres I",L12555922,Roquefort,1,9.5875,6.52,Francia,53.0125,6,Cheque,Delicatessen,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Oveja Pasta veteada",Oveja,Quesos
2000-09-01,"Londres I",L13866635,Roquefort,1,9.5875,6.52,Francia,9.5875,1,Cheque,Delicatessen,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Oveja Pasta veteada",Oveja,Quesos
2000-09-01,"Londres I",L13407962,Roquefort,1,9.5875,6.52,Francia,135.5875,8,Cheque,Delicatessen,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Oveja Pasta veteada",Oveja,Quesos
2000-09-01,"Londres I",L15570611,Roquefort,1,9.5875,6.52,Francia,27.5875,2,Efectivo,Delicatessen,"Porción (250 g)",0,NULL,NULL,"Compagnie du Fromage",90,Global,"Oveja Pasta veteada",Oveja,Quesos
2000-09-01,"Londres I",L10131086,"Goat Gouda",2,6.2250,4.19,Holanda,126.1825,9,Cheque,"Wenhlegod Goat","Porción (250 g)",0,NULL,NULL,"The Holland House",60,Global,"Cabra Tierno",Cabra,Quesos
2000-09-01,"Londres I",L11441833,"Old Amsterdam",1,7.4750,5.28,Holanda,11.5375,2,Cheque,"Old Ferme","Porción (250 g)",0,NULL,NULL,"The Holland House",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L15832719,"Old Amsterdam",1,7.4750,5.28,Holanda,63.6200,4,Cheque,"Old Ferme","Porción (250 g)",0,NULL,NULL,"The Holland House",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L15832719,"Old Amsterdam",1,7.4750,5.28,Holanda,63.6200,4,Cheque,"Old Ferme","Porción (250 g)",0,NULL,NULL,"The Holland House",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12097252,Boschetto,1,10.2250,7.00,Italia,15.7875,2,"Tarjeta Débito",Divino,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Mixto Tierno",Mixto,Quesos
2000-09-01,"Londres I",L10327687,"Grana Padano",3,5.5875,3.93,Italia,76.4000,7,Cheque,Persaletti,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L13211296,"Monte Veronese",1,4.6875,3.13,Italia,58.9475,5,Cheque,"Il Montrato","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L11900553,"Mountain Gorgonzola",2,5.3000,3.78,Italia,181.9500,6,Cheque,"Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12162689,"Mountain Gorgonzola",2,5.3000,3.78,Italia,40.6350,5,Efectivo,"Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12555922,"Mountain Gorgonzola",1,5.3000,3.78,Italia,53.0125,6,Cheque,"Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12818079,"Mountain Gorgonzola",1,5.3000,3.78,Italia,25.5250,4,"Tarjeta Débito","Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L13211301,"Mountain Gorgonzola",1,5.3000,3.78,Italia,12.0500,2,"Tarjeta de Crédito","Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L12621537,"Mountain Gorgonzola",1,5.3000,3.78,Italia,56.2000,4,"Tarjeta de Crédito","Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L15177386,"Mountain Gorgonzola",2,5.3000,3.78,Italia,10.6000,2,Cheque,"Antico Mulardi","Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L10327687,"Parmigiano Reggiano",1,6.2250,4.15,Italia,76.4000,7,Cheque,Reggiola,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Añejo",Vaca,Quesos
2000-09-01,"Londres I",L10983127,"Parmigiano Reggiano",2,6.2250,4.15,Italia,76.3850,8,Cheque,Reggiola,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Añejo",Vaca,Quesos
2000-09-01,"Londres I",L16160419,"Parmigiano Reggiano",2,6.2250,4.15,Italia,213.3325,15,Cheque,Reggiola,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Añejo",Vaca,Quesos
2000-09-01,"Londres I",L10983127,"Pecorino Toscano",2,4.9750,3.50,Italia,76.3850,8,Cheque,Toscattino,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Oveja Tierno",Oveja,Quesos
2000-09-01,"Londres I",L13407962,Provolone,1,4.9750,3.49,Italia,135.5875,8,Cheque,Rovolati,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L15767188,Provolone,1,4.9750,3.49,Italia,12.7875,2,"Tarjeta Débito",Rovolati,"Porción (250 g)",0,NULL,NULL,"Cooperativa Agricola il Poggiolo",90,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L12097237,Ibérico,2,6.8375,4.68,España,13.6750,2,Efectivo,"El Pastor","Porción (250 g)",0,NULL,NULL,"Cooperativa del Queso del Norte",60,Global,"Mixto Curado",Mixto,Quesos
2000-09-01,"Londres I",L11769477,Manchego,3,4.9750,3.51,España,14.9250,3,Efectivo,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L11245209,Manchego,1,4.9750,3.51,España,50.5250,4,"Tarjeta de Crédito","La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L12162689,Manchego,1,4.9750,3.51,España,40.6350,5,Efectivo,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L12228275,Manchego,1,4.9750,3.51,España,22.3250,2,Cheque,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L10983127,Manchego,1,4.9750,3.51,España,76.3850,8,Cheque,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L12162760,Manchego,1,4.9750,3.51,España,55.7000,6,Cheque,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L12883693,Manchego,1,4.9750,3.51,España,38.1550,5,Efectivo,"La Meseta Semi","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Semicurado",Oveja,Quesos
2000-09-01,"Londres I",L13342411,Manchego,2,6.9750,4.96,España,13.9500,2,Cheque,"La Meseta Añejo","Porción (250 g)",0,NULL,NULL,"La Meseta, S.A.",60,Global,"Oveja Añejo",Oveja,Quesos
2000-09-01,"Londres I",L11441795,Tetilla,1,7.4750,5.02,España,11.4250,2,"Tarjeta de Crédito","La Gallega","Porción (250 g)",0,NULL,NULL,"Cooperativa del Queso del Norte",60,Global,"Vaca Tierno",Vaca,Quesos
2000-09-01,"Londres I",L12818079,"Swiss Emmental",1,3.7250,2.63,Suiza,25.5250,4,"Tarjeta Débito",Emmeswiss,"Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L10327806,"Swiss Emmental",3,3.7250,2.63,Suiza,281.8225,22,"Tarjeta de Crédito",Emmeswiss,"Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L12556030,"Swiss Emmental",1,3.7250,2.63,Suiza,36.7450,5,Cheque,Emmeswiss,"Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L12621537,"Tête de Moine",2,9.1500,6.15,Suiza,56.2000,4,"Tarjeta de Crédito","Les Moinettes","Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L15832711,"Tête de Moine",1,9.1500,6.15,Suiza,9.1500,1,Cheque,"Les Moinettes","Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Curado",Vaca,Quesos
2000-09-01,"Londres I",L13539068,Vignerons,1,9.3500,6.25,Suiza,9.3500,1,Cheque,Frognerons,"Porción (250 g)",0,NULL,NULL,"Produits Naturels de Suisse",60,Global,"Vaca Añejo",Vaca,Quesos
2000-09-01,"Londres I",L12162725,"Irish Carrigaline",1,6.2250,4.30,Irlanda,23.2750,2,"Tarjeta de Crédito",Irche,"Porción (250 g)",0,NULL,NULL,"The Irish Cheese Company",60,Global,"Vaca Semicurado",Vaca,Quesos
2000-09-01,"Londres I",L14653088,"Seal Bay Triple Cream",1,6.2250,4.38,Australia,39.8750,2,"Tarjeta Débito",Triplecheese,"Porción (250 g)",0,NULL,NULL,"Australian Cow Company",90,Global,"Vaca Pasta blanda",Vaca,Quesos
2000-09-01,"Londres I",L12818162,"White Panforte",1,6.9500,4.75,Italia,25.0750,5,"Tarjeta de Crédito","Il Panetonne (White)",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Bizcochos,Pastelería,Postres
2000-09-01,"Londres I",L10720988,"Brutti e Buoni",1,7.9500,5.55,Italia,84.8100,4,Cheque,"Casale di la Mamma",Caja,0,NULL,NULL,"Casale di la Mama",90,Global,"Pastas de almendra",Galletas,Postres
2000-09-01,"Londres I",L12097224,"Brutti e Buoni",1,7.9500,5.55,Italia,127.7000,3,Cheque,"Casale di la Mamma",Caja,0,NULL,NULL,"Casale di la Mama",90,Global,"Pastas de almendra",Galletas,Postres
2000-09-01,"Londres I",L12490467,"Brutti e Buoni",1,7.9500,5.55,Italia,25.9750,4,"Tarjeta Débito","Casale di la Mamma",Caja,0,NULL,NULL,"Casale di la Mama",90,Global,"Pastas de almendra",Galletas,Postres
2000-09-01,"Londres I",L10393277,"Turrón de Alicante",2,6.7500,4.80,España,99.1500,7,"Tarjeta de Crédito","Saga Antigua",Unidad,0,NULL,NULL,"Cooperativa de Repostería Tradicional",60,Global,"Dulces de Navidad",Pastelería,Postres
2000-09-01,"Londres I",L13211301,"Turrón de Alicante",1,6.7500,4.80,España,12.0500,2,"Tarjeta de Crédito","Saga Antigua",Unidad,0,NULL,NULL,"Cooperativa de Repostería Tradicional",60,Global,"Dulces de Navidad",Pastelería,Postres
2000-09-01,"Londres I",L13276806,"Pastas Caseras de las Monjas Benedictinas",2,7.2500,5.00,España,193.1000,14,Cheque,"La Tradición",Caja,0,NULL,NULL,"Cooperativa de Repostería Tradicional",60,Global,"Pastas de té",Galletas,Postres
2000-09-01,"Londres I",L10589846,Tiramisú,1,8.2500,5.71,Italia,43.9775,6,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L10589846,Tiramisú,1,8.2500,5.71,Italia,43.9775,6,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L11245189,Tiramisú,1,8.2500,5.71,Italia,53.3725,6,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L10196661,Tiramisú,1,8.2500,5.71,Italia,13.8125,2,"Tarjeta Débito","Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L11441836,Tiramisú,2,8.2500,5.71,Italia,73.9000,5,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L12818079,Tiramisú,1,8.2500,5.71,Italia,25.5250,4,"Tarjeta Débito","Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L12818079,Tiramisú,1,8.2500,5.71,Italia,25.5250,4,"Tarjeta Débito","Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L10852039,Tiramisú,1,8.2500,5.71,Italia,43.6800,6,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L10852039,Tiramisú,1,8.2500,5.71,Italia,43.6800,6,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L15636114,Tiramisú,1,8.2500,5.71,Italia,140.0400,9,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L15636114,Tiramisú,1,8.2500,5.71,Italia,140.0400,9,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L14456481,Tiramisú,1,8.2500,5.71,Italia,96.8100,7,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L15570593,Tiramisú,1,8.2500,5.71,Italia,29.7500,3,"Tarjeta de Crédito","Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L16160419,Tiramisú,3,8.2500,5.71,Italia,213.3325,15,Cheque,"Casale di la Mamma",Unidad,0,NULL,NULL,"Casale di la Mama",90,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L10458758,"Tarte Tatin",1,5.9500,4.04,Francia,124.3700,6,"Tarjeta de Crédito","La Mère Marie",Unidad,0,NULL,NULL,"Heritiers La Mere Marie",60,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L11245209,"Tarte Tatin",2,5.9500,4.04,Francia,50.5250,4,"Tarjeta de Crédito","La Mère Marie",Unidad,0,NULL,NULL,"Heritiers La Mere Marie",60,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L11966102,"Tarte Tatin",3,5.9500,4.04,Francia,105.7500,6,Cheque,"La Mère Marie",Unidad,0,NULL,NULL,"Heritiers La Mere Marie",60,Global,Tartas,Pastelería,Postres
2000-09-01,"Londres I",L11245189,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",53.3725,6,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L11245189,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",53.3725,6,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L11441795,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",11.4250,2,"Tarjeta de Crédito","Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L11441836,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",73.9000,5,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L10852039,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",43.6800,6,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L13080280,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",42.7600,3,"Tarjeta de Crédito","Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L13407962,"Chocolate Truffle",2,3.9500,2.76,"Reino Unido",135.5875,8,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L15636114,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",140.0400,9,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L14456481,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",96.8100,7,Cheque,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L14456504,"Chocolate Truffle",2,3.9500,2.76,"Reino Unido",18.1000,4,"Tarjeta Débito","Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
2000-09-01,"Londres I",L16029359,"Chocolate Truffle",1,3.9500,2.76,"Reino Unido",21.9500,2,Efectivo,"Factory Chocolate",Caja,0,NULL,NULL,"The Biscuits Company",60,Global,"Galletas de chocolate",Galletas,Postres
